?cls	?def	?xrefs
<http://purl.obolibrary.org/obo/CHMO_0001735>	"An experiment in which a separation method is coupled to a detection method in order to detect one or more different components of a sample."	
<http://purl.obolibrary.org/obo/CHMO_0002320>	"A synthesis method for carbon nanotubes where a hydrocarbon vapor (such as methane) is thermally decomposed in a tube furnace in the presence of a metal catalyst. Carbon nanotubes grow over the catalyst and are collected upon cooling. Low temperatures yield multi-walled carbon nanotubes, whereas high temperatures favour single-walled carbon nanotubes."	
<http://purl.obolibrary.org/obo/CHMO_0000181>	"A method for determining structure by measuring the change in direction or energy of scattered neutrons. Neutrons are scattered by the atomic nuclei in the sample and the intensity of the scattering is given by the scattering vector Q = (4/)sin(pi/2)."	
<http://purl.obolibrary.org/obo/CHMO_0002709>	"A method where a sample mixture is first separated by liquid chromatography before the energy states of spin-active nuclei in the sample, placed in a static magnetic field, are interrogated by inducing transitions between the states via radio frequency irradiation. The sample is then converted into ions which are characterised by their mass-to-charge ratio and relative abundance."	
<http://purl.obolibrary.org/obo/CHMO_0002307>	"A buffer where the pH is maintained by Tris–Htris, where Tris = tris(hydroxymethyl)aminomethane, and N-tris(hydroxymethyl)methyl-2-aminoethanesulfonic acid–N-tris(hydroxymethyl)methyl-2-ammonioethanesulfonate equilibria."	
<http://purl.obolibrary.org/obo/CHMO_0000972>	"An open-tubular column in which a porous layer, achieved by either etching a non-porous layer or by deposition of porous particles from a suspension, coats the inner wall and may serve as a support for a liquid stationary phase or as the stationary phase itself."	
<http://purl.obolibrary.org/obo/CHMO_0001565>	"The process of removing the unprotected areas of a silicon surface by placing it inside an electrochemical etching solution (KOH, HF or TMAH) in the presence of an electric current. When the silicon substrate is in contact with a noble metal (Au or Cr) a Galvanic cell is formed and the silicon is oxidized."	
<http://purl.obolibrary.org/obo/IAO_0000030>	"A generically dependent continuant that is about some thing."@en	
<http://purl.obolibrary.org/obo/OBI_0003610>	"A role borne by a biological or chemical entity that participates or has molecular components that participate in a chemical reaction."@en	
<http://purl.obolibrary.org/obo/CHMO_0000639>	"Spectroscopy where the sample absorbs a single pulse of radiation from the near infrared region (0.8–2 μm) and the spectrum obtained is subject to a Fourier transform."	
<http://purl.obolibrary.org/obo/CHMO_0000592>	"Spectroscopy where the energy states of spin-active nuclei placed in a static magnetic field are interrogated by inducing transitions between the states via radio frequency irradiation. Each experiment consists of a sequence of radio frequency pulses with delay periods in between them, and the spectrum is obtained by plotting chemical shift vs. frequency."	
<http://purl.obolibrary.org/obo/CHMO_0002059>		
<http://purl.obolibrary.org/obo/CHMO_0000612>	"A heteronuclear NMR experiment in which magnetisation arising from 1H nuclei is transferred to covalently bound heteronuclei, thereby enhancing the NMR signal of the heteronuclei."	
<http://purl.obolibrary.org/obo/CHMO_0000655>	"Spectroscopy where the sample is heated using ultraviolet excitation (single photon) and the infrared radiation (0.78–1000 μm) emitted during cooling is detected."	
<http://purl.obolibrary.org/obo/CHMO_0001575>	"The evaporation of solvent from a sample by placing it a centrifuge and spinning it rapidly."	
<http://purl.obolibrary.org/obo/CHMO_0001384>	"The process of filling in the pores of a material (e.g. a ceramic) by reaction with polymer precursors."	
<http://purl.obolibrary.org/obo/CHMO_0001071>	"A type of heteronuclear three-dimensional NMR experiment in which the proton signals of a 2D TOCSY spectrum are dispersed along a third frequency axis according to the chemical shift of their covalently bound heteronuclei."	
<http://purl.obolibrary.org/obo/MS_1000073>	"A process in which ionized species in the gas phase are produced from an analyte-containing solution via highly charged fine droplets, by means of spraying the solution from a narrow-bore needle tip at atmospheric pressure in the presence of a high electric field. When a pressurized gas is used to aid in the formation of a stable spray, the term pneumatically assisted electrospray ionization is used. The term ion spray is not recommended."	
<http://purl.obolibrary.org/obo/CHMO_0001642>	"A pressure-driven membrane-based separation process in which particles and dissolved macromolecules larger 200 Da are rejected."	
<http://purl.obolibrary.org/obo/CHMO_0002255>	"Affinity chromatography where proteins containing amino acids with a specific affinity for metal ions (e.g. His which has an affinity for Co and Zn ions) are retained by the column."	
<http://purl.obolibrary.org/obo/CHMO_0001852>	"An NMR pulse sequence, used in magic angle spinning, that decouples nuclei i.e. removes the effects of (usually) J-coupling (line splitting) from the spectrum."	
<http://purl.obolibrary.org/obo/CHMO_0000817>	"A plot of impedance (Ω) vs. frequency that reflects the change in impedance of a sample during excitation."	
<http://purl.obolibrary.org/obo/CHMO_0000617>	"Magic angle spinning spectroscopy where cross polarisation is used to enhance the signal from weakly coupled nuclei."	
<http://purl.obolibrary.org/obo/CHMO_0000398>	"Spectroscopy where the sample is illuminated with radiation (X-ray–ultraviolet) generated in a synchrotron causing ionisation and the emission of photoelectrons. All photoelectrons emitted at a particular photon energy are detected."	
<http://purl.obolibrary.org/obo/CHMO_0000746>	"Spectroscopy where the sample is irradiated by two microwave frequencies which match electron resonance transitions. The effect of the higher power frequency ('pump') transition on the lower power ('observed') transitionsis measured."	
<http://purl.obolibrary.org/obo/CHMO_0000428>	"Spectrocsopy where a finely focused (<10 m diameter) beam of ions is directed at a sample and the secondary ions emitted are detected."	
<http://purl.obolibrary.org/obo/CHMO_0000705>	"Mass spectrometry where the sample is ionised by forcing a solution (usually in an organic solvent) of the sample through a small heated capillary (at a flow rate of 1–10 microlitre min-1) into an electric field to produce a very fine mist of charged droplets. The mass-to-charge ratio of the ions is then determined by measuring their cyclotron frequency (the frequency at which they precesses in a fixed magnetic field) and subjecting it to a Fourier transform."	
<http://purl.obolibrary.org/obo/CHMO_0001164>	"The measurement of surface tension by determining the distortion of drop by gravity, which elongates or flattens otherwise spherical drops."	
<http://purl.obolibrary.org/obo/CHMO_0002411>	"A plot of volume of titrant vs. absorbance obtained from an absorbance titration experiment."	
<http://purl.obolibrary.org/obo/CHMO_0000470>	"Spectrometry where the sample is converted into gaseous ions which are characterised by their mass-to-charge ratio and relative abundance."	
<http://purl.obolibrary.org/obo/CHMO_0002398>	"A type of heteronuclear NMR spectroscopy where a second frequency dimension is employed to disperse the signals and reveal correlations between protons and the 15N nuclei to which they are covalently bound."	"FIX:0000474"
<http://purl.obolibrary.org/obo/CHMO_0001423>	"A synthesis method that uses light to transfer a pattern to a substrate. Shuttered pulses (30–100 ms) of mask-defined UV (365 nm) light are flashed into a stationery layer of monomer, which is sandwiched inside a microchannel before being flushed out. The process is then repeated in a cyclic manner."	
<http://purl.obolibrary.org/obo/CHMO_0002005>	"A multi-dimensional separation method where the separation processes are all electrophoresis."	
<http://purl.obolibrary.org/obo/CHMO_0002820>	"Experimental method output expressing the contribution of one constituent to the composition of a mixture."	
